"Source.Name","Nombre","Valoracion","Club","División","Edad","Posición","Valor de traspaso","Sueldo","Vis","Vel","Val","1v1","Lib","Lej","Téc","Tal","Ser","Sq L","Pue","Cór","Saq","SAL","Sac","Res","Rem","Reg","Ref","Fís","Pen","Pas","Mar","Mdo","Lid","JEq","Puñ","Fue","Exc","Equ","Ent","Det","Dmq","Dec","Ctr","Cnc","Com","Col","Cen","Cab","Blo","Ant","Sal.1","Aér","Agr","Agi","Ace","Rec","Inf"
"LIGUE 1.html","Rayan Allico","37","FC Nantes","Ligue 1 Uber Eats","17","MP (DC)","65m € - 650m €","400 € p/m","9","10","8","2","8","4","15","13","6","1","3","7","1","1","13","7","5","6","3","9","2","11","6","1","2","8","1","6","2","8","9","14","8","13","14","8","2","9","9","5","3","8","13","2","5","11","13","- -  -","Juv"
"LIGUE 1.html","Morgan Costarelli","25","LOSC","Ligue 1 Uber Eats","16","DF (DIC)","0 € - 90m €","300 € p/m","6","10","9","2","5","5","7","5","7","4","3","3","3","1","8","8","2","4","1","11","3","8","9","2","10","8","2","2","3","7","12","10","2","8","8","10","2","7","4","9","2","7","4","2","10","12","15","- -  -","Juv"
"LIGUE 1.html","Kemryk Nagera","30","LOSC","Ligue 1 Uber Eats","16","DF (D)","22m € - 230m €","300 € p/m","8","10","9","1","4","6","6","5","6","7","3","5","1","3","8","11","1","4","2","12","1","8","9","1","6","8","1","7","1","8","12","2","2","14","10","7","1","8","4","8","1","8","7","3","13","11","11","- -  -","Juv"
"LIGUE 1.html","Carmel Mabanza","35","LOSC","Ligue 1 Uber Eats","17","DF (C), MC, ME (C)","20m € - 190m €","400 € p/m","8","14","8","1","7","9","12","5","4","5","3","5","1","1","13","8","8","2","4","12","2","12","10","1","4","8","3","6","3","8","14","18","8","7","8","7","3","12","6","8","2","9","9","2","13","14","14","- -  -","Juv"
"LIGUE 1.html","Victor Poli","30","LOSC","Ligue 1 Uber Eats","16","MP (C), DL (C)","8m € - 85m €","300 € p/m","8","13","7","1","5","7","10","10","6","3","3","2","1","1","7","6","11","11","3","16","5","5","5","1","10","5","1","5","1","3","3","16","9","11","13","6","1","5","4","11","2","8","7","2","11","13","9","- -  -","Juv"
"LIGUE 1.html","Dorian Sorin","30","LOSC","Ligue 1 Uber Eats","17","DF/CR/ME (I)","7m € - 70m €","400 € p/m","9","11","8","1","7","7","8","6","7","1","3","5","1","2","9","12","4","6","1","10","3","8","9","2","2","8","1","6","3","8","15","6","5","12","10","6","1","9","9","7","3","7","9","4","11","9","11","- -  -","Juv"
"LIGUE 1.html","Matteo Makhabe","36","LOSC","Ligue 1 Uber Eats","17","ME/MP (C)","20m € - 200m €","400 € p/m","12","9","7","2","7","9","14","13","9","3","3","7","2","1","9","14","9","8","3","15","7","7","5","4","9","8","2","4","3","8","7","6","9","14","14","6","1","6","7","7","1","4","2","1","10","7","10","- -  -","Juv"
"LIGUE 1.html","Tom Nativo","33","Montpellier","Ligue 1 Uber Eats","17","DF/CR (D)","160m € - 450m €","400 € p/m","9","13","8","1","2","7","5","5","9","3","2","6","3","1","9","6","3","8","2","8","5","5","8","2","6","8","2","2","2","8","13","4","5","12","10","7","1","7","8","4","1","5","7","4","11","15","14","- -  -","Juv"
"LIGUE 1.html","Djemoui Malek","35","Montpellier","Ligue 1 Uber Eats","18","POR","70m € - 200m €","500 € p/m","5","11","14","6","5","2","1","3","3","1","12","3","8","5","5","3","3","1","12","12","3","10","1","7","8","5","13","8","5","6","2","6","3","12","1","7","8","10","2","1","12","8","11","9","5","13","10","- -  -","Juv"
"LIGUE 1.html","Ryan Tchato","35","Montpellier","Ligue 1 Uber Eats","16","DF (D)","650m € - 1,4M €","300 € p/m","6","13","9","1","2","2","8","8","6","4","1","4","2","2","7","7","3","2","3","8","5","7","9","1","10","7","2","5","3","7","13","11","4","13","13","9","1","6","2","7","1","8","9","1","11","13","13","- -  -","Juv"
"LIGUE 1.html","Simon Cara","35","Montpellier","Ligue 1 Uber Eats","16","DL (C)","170m € - 1,7M €","300 € p/m","7","13","7","3","6","3","11","11","13","1","2","6","2","1","7","8","9","13","3","7","7","7","5","1","9","6","2","8","2","7","5","16","13","11","10","7","1","7","3","11","2","6","9","1","11","10","13","- -  -","Juv"
"LIGUE 1.html","Randy Pouteau","30","Montpellier","Ligue 1 Uber Eats","17","MP (C)","5m € - 50m €","400 € p/m","13","11","6","2","6","8","12","11","5","2","2","4","2","2","8","6","7","8","3","15","6","11","5","2","5","7","1","2","3","7","7","4","8","14","12","7","3","6","5","7","3","9","1","3","13","10","14","- -  -","Juv"
"LIGUE 1.html","Ali Moissuli Mouandhu","35","Montpellier","Ligue 1 Uber Eats","16","DF (D)","150m € - 1,5M €","300 € p/m","8","12","9","2","3","1","13","5","9","7","1","6","3","2","9","11","2","8","3","9","2","10","7","2","6","9","2","8","1","9","13","16","6","12","9","12","3","6","5","8","2","7","8","2","8","10","15","- -  -","Juv"
"LIGUE 1.html","Solo Bidanessy","35","Montpellier","Ligue 1 Uber Eats","16","MP (I)","45m € - 450m €","300 € p/m","4","14","2","1","4","5","13","13","6","5","3","8","3","3","8","7","7","13","3","6","6","6","6","1","7","7","1","5","2","7","6","5","12","13","11","6","2","6","11","7","3","5","6","1","8","11","8","- -  -","Juv"
"LIGUE 1.html","Hamed Doumbia","33","Montpellier","Ligue 1 Uber Eats","17","DL (C)","170m € - 475m €","400 € p/m","7","13","3","2","5","3","9","13","10","1","3","5","3","1","7","7","13","12","2","13","7","3","4","1","1","5","3","5","1","6","4","8","4","9","11","1","2","4","3","12","2","7","4","3","11","13","13","- -  -","Juv"
"LIGUE 1.html","Dorian Guerreiro","33","Montpellier","Ligue 1 Uber Eats","17","DF (C)","30m € - 325m €","400 € p/m","3","10","8","1","1","4","1","5","7","5","3","1","1","3","6","5","4","1","1","12","2","3","13","1","9","6","2","10","2","7","9","8","4","14","3","4","2","14","4","5","1","9","11","1","15","10","9","- -  -","Juv"
"LIGUE 1.html","Matteo Loubatieres","33","Montpellier","Ligue 1 Uber Eats","17","MP (C)","40m € - 375m €","400 € p/m","12","8","6","1","5","7","13","11","11","1","2","3","1","3","12","8","7","7","3","9","5","13","3","1","5","7","2","3","2","6","5","13","5","9","13","6","1","7","5","1","3","6","8","1","5","12","13","- -  -","Juv"
"LIGUE 1.html","Axel Kedvesi","33","Montpellier","Ligue 1 Uber Eats","17","POR","24m € - 230m €","400 € p/m","4","10","13","5","7","3","1","3","3","2","7","3","8","11","4","1","3","1","12","15","2","11","3","6","5","5","8","4","5","5","2","5","2","12","1","11","7","9","3","1","11","8","6","11","11","9","11","- -  -","Juv"
"LIGUE 1.html","Fayçal Lazrak","33","Montpellier","Ligue 1 Uber Eats","17","MP (D)","16m € - 160m €","400 € p/m","8","14","7","2","5","5","14","13","4","6","3","7","4","3","8","8","7","8","2","12","2","13","5","2","5","4","3","4","1","7","7","5","6","11","10","6","3","6","11","6","3","8","6","3","5","14","12","- -  -","Juv"
"LIGUE 1.html","Nicolas Brun","33","Montpellier","Ligue 1 Uber Eats","16","POR","50m € - 500m €","300 € p/m","6","14","13","11","7","3","6","3","6","2","10","4","10","12","6","2","1","3","10","15","2","5","2","11","1","7","6","7","5","7","2","6","2","14","2","14","9","12","1","1","9","8","8","5","7","6","13","- -  -","Juv"
"LIGUE 1.html","Ebroni Gnoan","30","OGC Nice","Ligue 1 Uber Eats","16","ME/MP (D)","22m € - 220m €","300 € p/m","6","10","4","1","5","6","12","12","6","3","3","7","4","2","7","12","4","8","2","14","2","8","4","2","1","6","2","3","1","6","6","9","10","8","13","5","3","2","9","4","3","3","7","3","10","12","12","- -  -","Juv"
"LIGUE 1.html","Slimane Alaoui","33","OGC Nice","Ligue 1 Uber Eats","17","DL (C)","28m € - 275m €","400 € p/m","6","13","7","2","5","6","10","10","5","4","2","5","1","2","6","9","13","12","3","12","1","4","5","2","7","5","1","3","2","6","1","8","8","9","13","5","4","5","3","10","3","8","3","1","6","13","13","- -  -","Juv"
"LIGUE 1.html","Ayoub Amraoui","33","OGC Nice","Ligue 1 Uber Eats","17","DF (C)","6m € - 65m €","400 € p/m","4","13","8","2","1","1","5","5","2","1","2","3","2","1","6","4","3","1","2","12","3","6","13","2","1","5","2","8","1","6","13","13","4","13","5","6","1","11","2","10","3","8","7","1","14","13","11","- -  -","Juv"
"LIGUE 1.html","Bartosz Żelazowski","30","OGC Nice","Ligue 1 Uber Eats","16","POR","4,5m € - 45m €","300 € p/m","4","8","15","10","3","2","3","1","2","3","12","3","8","5","5","2","1","2","13","8","3","4","2","9","10","6","5","5","8","6","3","10","2","13","2","11","9","7","3","1","8","6","7","10","5","9","7","- -  -","Juv"
"LIGUE 1.html","André Cabral","35","OGC Nice","Ligue 1 Uber Eats","17","ME (C)","80m € - 800m €","400 € p/m","9","14","5","3","7","8","13","6","8","6","2","6","2","2","12","7","8","4","1","9","4","8","10","2","7","8","2","6","3","8","7","12","9","14","11","6","2","8","3","6","3","9","7","1","12","14","14","- -  -","Juv"
"LIGUE 1.html","Yannis Nahounou","33","OGC Nice","Ligue 1 Uber Eats","17","DF (C), MC","90m € - 275m €","400 € p/m","7","7","8","1","4","6","11","5","2","1","3","2","1","3","7","4","2","2","2","12","1","7","10","1","9","5","3","12","3","6","13","5","5","13","7","7","2","11","4","13","3","9","12","2","10","9","4","- -  -","Juv"
"LIGUE 1.html","Noah Morillon","33","OGC Nice","Ligue 1 Uber Eats","16","ME (C)","20m € - 200m €","300 € p/m","13","14","3","2","6","7","11","5","5","1","2","4","2","4","12","9","5","5","2","13","2","11","9","2","10","7","4","5","1","7","6","14","8","11","10","4","1","4","4","4","1","9","9","3","13","14","13","- -  -","Juv"
"LIGUE 1.html","Laurenzo Monteiro","33","OGC Nice","Ligue 1 Uber Eats","17","ME/MP (C)","30m € - 300m €","400 € p/m","9","12","7","1","6","12","8","12","8","6","2","6","3","3","11","6","5","8","3","18","1","11","7","2","5","8","2","5","3","7","6","15","11","12","12","7","3","4","6","5","2","9","13","1","9","13","10","- -  -","Juv"
"LIGUE 1.html","Elyes Aouni","38","OGC Nice","Ligue 1 Uber Eats","17","MP (I), DL (C)","55m € - 550m €","400 € p/m","11","10","9","3","9","9","11","8","8","6","1","9","1","1","11","9","10","12","3","10","7","8","7","2","2","10","4","8","2","8","10","11","11","10","16","6","1","8","11","11","3","7","9","1","6","12","10","- -  -","Juv"
"LIGUE 1.html","Enzo Vita","30","OGC Nice","Ligue 1 Uber Eats","17","POR","16m € - 160m €","400 € p/m","6","8","7","8","5","1","4","3","6","1","7","4","5","10","6","2","1","3","14","12","3","7","1","12","2","7","7","3","5","4","2","5","3","14","2","8","7","12","2","1","10","8","9","9","5","13","8","- -  -","Juv"
"LIGUE 1.html","Tom Bachetti","33","OGC Nice","Ligue 1 Uber Eats","16","POR","65m € - 650m €","300 € p/m","5","6","10","8","6","2","1","3","6","2","9","2","10","7","5","1","3","1","12","13","3","6","2","13","9","6","13","4","7","6","3","2","2","13","4","10","8","4","2","1","10","11","8","11","8","12","10","- -  -","Juv"
"LIGUE 1.html","Dorian Pieroni","33","OGC Nice","Ligue 1 Uber Eats","16","POR","50m € - 500m €","300 € p/m","6","12","15","5","8","3","4","3","4","3","7","4","6","6","7","1","3","3","11","6","3","6","3","11","3","7","7","5","9","7","2","18","3","13","3","13","8","5","3","1","14","4","4","7","7","6","13","- -  -","Juv"
"LIGUE 1.html","Anthony Gonzalez","33","OGC Nice","Ligue 1 Uber Eats","16","DF (C), MC, ME (C)","24m € - 240m €","300 € p/m","11","9","8","1","7","9","8","5","6","1","1","5","3","4","9","9","7","3","1","13","1","8","15","1","9","8","3","1","2","8","14","5","6","10","13","9","2","10","6","9","3","8","2","1","5","12","8","- -  -","Juv"
"LIGUE 1.html","Noah Nacreon","33","OGC Nice","Ligue 1 Uber Eats","16","ME (C)","40m € - 375m €","300 € p/m","10","13","7","1","6","12","10","7","11","1","3","6","1","3","12","7","7","3","3","15","4","12","4","2","2","7","1","2","1","7","5","11","9","10","13","6","3","4","6","1","2","5","1","2","9","14","14","- -  -","Juv"
"LIGUE 1.html","Akim Bouheddi","33","OGC Nice","Ligue 1 Uber Eats","16","ME (C)","200m € - 600m €","300 € p/m","13","13","5","1","5","8","8","9","7","1","3","5","4","4","12","8","6","2","3","9","3","11","11","2","10","7","2","4","3","6","9","8","6","9","12","3","1","5","3","5","2","4","7","1","11","12","13","- -  -","Juv"
"LIGUE 1.html","Sonel Gibon","33","OGC Nice","Ligue 1 Uber Eats","16","MP (C), DL (C)","80m € - 800m €","300 € p/m","9","13","4","1","6","4","14","13","11","3","3","6","4","3","8","8","14","14","3","12","6","3","3","4","10","4","1","1","2","6","1","13","9","12","12","6","2","7","3","10","1","10","3","1","5","12","14","- -  -","Juv"
"LIGUE 1.html","Mathis Poleri","33","OGC Nice","Ligue 1 Uber Eats","17","POR","22m € - 210m €","400 € p/m","5","7","8","7","4","3","1","1","4","3","8","3","8","8","4","3","2","2","13","12","3","7","2","8","11","6","13","3","5","4","1","2","1","13","3","6","7","8","1","1","13","8","9","8","8","12","7","- -  -","Juv"
"LIGUE 1.html","Fares Benarbia","34","OL","Ligue 1 Uber Eats","16","DF/CR (D)","24m € - 240m €","300 € p/m","10","11","8","1","2","7","10","5","10","3","1","4","3","2","10","10","3","9","1","9","2","10","10","2","11","9","3","7","3","9","13","14","6","9","14","9","2","9","8","8","3","9","7","4","10","13","8","- -  -","Juv"
"LIGUE 1.html","Mathys De Carvalho","34","OL","Ligue 1 Uber Eats","16","MC, ME (C)","16m € - 160m €","300 € p/m","8","10","7","1","7","9","14","5","8","1","1","7","1","1","12","7","6","4","2","14","4","11","8","1","4","8","3","8","3","4","14","7","7","14","12","7","1","9","7","7","3","7","9","3","12","10","13","- -  -","Juv"
"LIGUE 1.html","Yannis Lagha","39","OL","Ligue 1 Uber Eats","17","MP (DI), DL (C)","70m € - 700m €","300 € p/m","6","12","5","1","7","5","11","10","13","1","3","6","3","3","12","7","12","11","1","13","5","11","5","1","9","8","3","1","3","14","6","10","11","9","14","7","1","3","9","9","3","12","8","1","5","12","13","- -  -","Juv"
"LIGUE 1.html","Emran Soglo","34","OM","Ligue 1 Uber Eats","16","ME (C), MP (IC)","40m € - 375m €","300 € p/m","10","14","4","2","3","5","7","6","6","5","3","6","1","3","8","9","7","6","2","11","1","11","4","1","11","7","2","4","3","7","7","2","8","14","11","7","2","7","8","4","3","4","8","2","10","12","14","- -  -","Juv"
"LIGUE 1.html","Hugo Sacco","33","OM","Ligue 1 Uber Eats","17","POR","90m € - 275m €","300 € p/m","4","11","9","6","7","1","3","1","3","2","12","3","6","10","4","1","3","3","12","13","1","4","1","9","5","5","12","5","5","5","1","10","2","12","1","6","5","4","1","1","12","9","14","11","10","14","9","- -  -","Juv"
"LIGUE 1.html","Rayan Berbachi","30","OM","Ligue 1 Uber Eats","16","ME (C)","16m € - 170m €","300 € p/m","7","14","1","3","6","5","13","6","4","4","2","6","1","2","10","9","5","7","2","12","2","14","7","4","3","6","3","1","1","7","6","2","8","14","8","2","2","4","5","5","1","7","4","1","15","14","14","- -  -","Juv"
"LIGUE 1.html","Baris Degermenci","30","OM","Ligue 1 Uber Eats","16","POR","50m € - 500m €","300 € p/m","6","4","11","10","5","2","3","1","7","3","11","3","6","10","5","1","1","2","10","9","2","11","2","6","8","7","14","4","6","5","2","10","2","14","2","8","13","8","1","1","9","8","10","5","6","13","9","- -  -","Juv"
"LIGUE 1.html","Luidgi Leon","38","OM","Ligue 1 Uber Eats","16","DF (D)","12m € - 120m €","300 € p/m","6","14","9","2","3","6","7","11","7","7","2","7","1","3","8","6","1","3","1","9","4","8","8","2","6","8","2","7","3","8","13","10","2","13","11","11","3","12","8","8","3","9","5","3","5","14","10","- -  -","Juv"
"LIGUE 1.html","Aaron Gerbi","33","OM","Ligue 1 Uber Eats","17","MC, ME (C)","18m € - 180m €","400 € p/m","11","14","7","2","7","7","12","6","8","2","3","7","1","3","12","7","8","6","1","8","2","8","8","1","8","8","2","2","3","8","6","7","8","15","8","7","2","8","7","7","2","10","6","1","6","13","14","- -  -","Juv"
"LIGUE 1.html","Ibou Hadhari","36","OM","Ligue 1 Uber Eats","17","MP (DI)","20m € - 210m €","400 € p/m","6","14","4","2","7","7","12","11","6","1","1","8","2","1","9","5","8","13","3","12","2","9","3","2","7","8","4","4","4","4","7","5","12","9","14","4","1","2","13","2","2","7","8","3","8","12","14","- -  -","Juv"
"LIGUE 1.html","Lou-Kent Bosc","33","Paris SG","Ligue 1 Uber Eats","16","ME (D)","12m € - 130m €","300 € p/m","11","15","7","3","7","7","13","5","8","6","1","7","1","3","13","8","8","9","2","11","5","9","6","2","5","9","1","2","3","8","8","10","8","6","13","4","2","6","10","7","2","7","7","1","8","14","11","- -  -","Juv"
"LIGUE 1.html","Ayman Kari","33","Paris SG","Ligue 1 Uber Eats","16","ME (C)","100m € - 300m €","300 € p/m","11","11","5","1","6","9","12","5","8","1","3","6","2","3","12","7","7","2","3","11","4","14","8","2","11","7","3","7","3","7","10","16","5","8","14","6","2","8","6","6","4","9","5","2","6","8","14","- -  -","Juv"
"LIGUE 1.html","Mehdi Ganouni","30","Paris SG","Ligue 1 Uber Eats","16","ME/MP (I)","18m € - 190m €","300 € p/m","7","10","8","3","4","8","12","10","7","4","3","7","4","2","12","10","3","10","1","7","1","11","3","1","11","9","3","6","2","8","7","3","7","8","13","8","1","7","9","7","2","10","14","1","9","9","10","- -  -","Juv"
"LIGUE 1.html","Sekou Doucoure","33","Paris SG","Ligue 1 Uber Eats","16","DF (C)","40m € - 400m €","300 € p/m","6","12","8","2","2","6","6","5","4","5","4","4","2","2","7","7","6","1","3","15","1","7","14","2","8","6","1","7","4","7","14","8","3","14","6","6","2","11","2","13","2","10","10","1","12","10","11","- -  -","Juv"
"LIGUE 1.html","Louis Mouquet","33","Paris SG","Ligue 1 Uber Eats","16","POR","26m € - 250m €","300 € p/m","6","4","15","9","7","3","2","3","7","3","8","5","9","11","6","3","2","2","13","12","3","9","1","5","6","7","11","6","5","4","2","14","1","14","5","9","8","4","3","1","14","7","8","12","5","9","7","- -  -","Juv"
"LIGUE 1.html","Jouvence Americo","35","Paris SG","Ligue 1 Uber Eats","17","MP (I)","18m € - 180m €","400 € p/m","7","12","6","1","5","8","9","9","7","7","2","7","4","1","9","13","8","6","2","12","3","10","5","2","9","8","2","4","1","8","6","15","9","8","14","5","2","5","9","5","3","8","10","3","14","11","14","- -  -","Juv"
"LIGUE 1.html","Enzo Tayamoutou","35","Paris SG","Ligue 1 Uber Eats","17","MP (D)","12m € - 130m €","400 € p/m","6","10","6","4","6","8","12","12","4","3","3","7","2","2","11","6","7","13","3","10","3","10","5","1","7","7","1","4","3","7","6","3","12","13","13","6","1","4","12","6","3","8","3","2","10","9","12","- -  -","Juv"
"LIGUE 1.html","Zoumana Bagbema","35","Paris SG","Ligue 1 Uber Eats","17","ME (C)","140m € - 400m €","400 € p/m","13","9","8","1","4","6","11","6","6","1","3","4","3","1","11","7","8","5","3","12","1","14","9","2","1","8","1","6","2","8","10","14","6","13","12","5","2","5","7","7","3","8","14","2","15","11","13","- -  -","Juv"
"LIGUE 1.html","Robin Knockaert","35","RC Lens","Ligue 1 Uber Eats","17","MP (I), DL (C)","120m € - 350m €","400 € p/m","6","11","2","2","7","5","8","15","6","2","1","7","1","3","9","14","14","14","1","16","6","11","7","2","5","7","1","7","2","8","1","12","7","13","13","6","3","6","11","14","2","6","5","2","7","14","12","- -  -","Juv"
"LIGUE 1.html","Marceau Apperry","35","RC Lens","Ligue 1 Uber Eats","17","DF (C)","60m € - 600m €","400 € p/m","5","10","9","3","1","3","2","5","7","1","2","4","2","1","7","4","1","1","1","12","4","7","13","4","9","6","3","8","2","7","11","13","3","13","7","6","1","10","1","8","1","9","7","3","8","10","12","- -  -","Juv"
"LIGUE 1.html","Colin Farnerud","35","RC Lens","Ligue 1 Uber Eats","17","ME (C)","80m € - 800m €","400 € p/m","10","14","8","2","6","11","13","5","5","1","4","7","2","1","13","9","7","5","3","12","3","14","9","2","11","8","2","5","2","7","7","6","6","9","14","5","1","7","5","7","3","6","7","2","13","14","13","- -  -","Juv"
"LIGUE 1.html","Titouan Wilzius","33","RC Lens","Ligue 1 Uber Eats","17","POR","20m € - 190m €","400 € p/m","2","13","11","9","5","2","3","1","5","2","8","4","8","5","5","1","1","2","13","12","1","7","1","7","11","6","10","6","5","2","2","6","2","13","1","12","10","5","3","1","10","9","7","9","7","10","8","- -  -","Juv"
"LIGUE 1.html","Tobias Petit","33","RC Lens","Ligue 1 Uber Eats","17","POR","45m € - 450m €","400 € p/m","1","5","15","8","8","2","3","2","5","1","9","4","5","13","4","3","2","1","14","18","3","8","1","7","7","7","12","6","15","7","3","11","3","12","1","13","10","6","2","1","8","10","11","11","15","10","7","- -  -","Juv"
"LIGUE 1.html","Hamza Abdallah","35","RC Lens","Ligue 1 Uber Eats","18","DL (C)","16m € - 160m €","500 € p/m","7","13","5","3","6","4","7","7","13","1","3","6","2","2","7","6","13","9","1","12","6","6","6","1","11","6","2","5","1","7","3","3","13","6","10","3","2","2","5","12","3","9","9","2","5","13","13","- -  -","Juv"
"LIGUE 1.html","Rémy Labeau Lascary","35","RC Lens","Ligue 1 Uber Eats","18","DL (C)","22m € - 210m €","500 € p/m","5","11","8","2","6","8","8","8","7","4","1","4","1","4","8","7","10","10","2","15","5","8","4","4","11","7","2","8","2","8","4","7","13","11","13","6","1","5","3","10","3","8","7","3","13","13","12","- -  -","Juv"
"LIGUE 1.html","Mathieu Guilbert","35","RC Lens","Ligue 1 Uber Eats","16","POR","65m € - 650m €","300 € p/m","5","11","11","8","3","1","3","1","6","1","8","2","7","10","5","2","1","2","12","12","3","9","2","11","5","6","12","5","5","6","2","8","2","12","1","8","10","10","3","1","12","5","15","10","7","8","10","- -  -","Juv"
"LIGUE 1.html","Neil Serbouh","33","RC Lens","Ligue 1 Uber Eats","17","MP (C)","14m € - 130m €","400 € p/m","13","13","7","4","5","7","10","12","3","2","3","5","3","2","6","9","7","7","2","12","1","9","1","2","10","6","2","3","3","6","7","10","4","13","13","6","1","7","5","4","3","5","3","1","11","13","13","- -  -","Juv"
"LIGUE 1.html","Dimitri Roszak","33","RC Lens","Ligue 1 Uber Eats","16","CR (I)","16m € - 160m €","300 € p/m","7","10","4","2","2","9","13","5","7","9","3","5","3","1","10","8","7","10","3","17","4","12","7","2","12","10","4","10","3","10","8","2","6","11","14","10","2","9","9","9","1","8","14","2","7","12","11","- -  -","Juv"
"LIGUE 1.html","Hugo Barbier","30","RC Lens","Ligue 1 Uber Eats","16","MC, ME (C)","40m € - 425m €","300 € p/m","6","10","7","3","5","4","11","5","3","1","3","5","2","1","9","11","6","4","1","10","1","9","6","2","3","6","1","6","2","5","12","15","4","13","12","7","3","13","5","5","3","7","9","2","7","8","10","- -  -","Juv"
"LIGUE 1.html","Nolan Bonte","33","RC Lens","Ligue 1 Uber Eats","17","MP (DI)","50m € - 500m €","400 € p/m","6","12","4","2","6","7","12","11","8","2","2","7","3","4","8","9","7","10","3","10","6","10","2","4","4","7","2","3","2","7","7","6","8","7","14","7","1","3","9","3","2","7","8","1","9","11","12","- -  -","Juv"
"LIGUE 1.html","Ismael Guerti","35","RC Lens","Ligue 1 Uber Eats","16","MP (C)","450m € - 1,3M €","300 € p/m","10","14","8","3","8","10","9","7","10","4","2","8","1","2","10","8","9","10","1","13","6","12","8","2","12","9","1","6","3","6","10","6","10","6","12","7","3","7","6","8","3","10","8","2","9","14","15","- -  -","Juv"
"LIGUE 1.html","Martin Adeline","30","Reims","Ligue 1 Uber Eats","17","ME (C)","350m € - 1M €","400 € p/m","11","14","8","1","4","5","12","10","9","7","3","7","1","2","12","5","8","9","3","11","5","10","10","1","2","8","1","9","2","7","6","11","5","14","11","9","2","8","5","1","2","8","6","3","7","14","14","- -  -","Juv"
"LIGUE 1.html","Nelson Nseka","33","Reims","Ligue 1 Uber Eats","16","DF (C)","30m € - 300m €","300 € p/m","1","12","8","2","1","5","5","5","5","2","2","2","1","2","6","9","5","2","1","13","1","3","13","1","5","5","1","5","2","6","13","5","3","13","6","10","1","13","2","13","2","6","4","1","14","11","9","- -  -","Juv"
"LIGUE 1.html","Tom Rion","33","Reims","Ligue 1 Uber Eats","17","DF (I)","40m € - 400m €","400 € p/m","7","13","9","3","2","2","6","5","8","7","3","4","1","1","8","9","4","3","3","13","1","7","7","4","2","8","1","6","2","5","12","8","2","15","10","8","2","7","4","8","2","9","3","2","5","10","14","- -  -","Juv"
"LIGUE 1.html","Théodore Kimpesa","28","Reims","Ligue 1 Uber Eats","16","ME (C)","3m € - 28m €","300 € p/m","12","10","6","1","6","13","8","8","7","2","1","4","3","1","7","7","5","2","2","18","1","10","4","1","2","7","1","2","2","7","4","17","4","14","9","5","4","4","5","4","1","8","5","3","7","10","14","- -  -","Juv"
"LIGUE 1.html","Therence Koudou","33","Reims","Ligue 1 Uber Eats","16","DF (I)","55m € - 550m €","300 € p/m","8","8","8","3","1","7","8","5","5","6","1","4","3","2","8","9","6","4","3","12","5","11","7","2","1","8","1","7","1","8","13","15","3","15","9","8","4","8","8","8","3","8","14","3","15","11","13","- -  -","Juv"
"LIGUE 1.html","Naïm Byar","33","Reims","Ligue 1 Uber Eats","16","ME (C)","50m € - 500m €","300 € p/m","9","7","7","1","6","10","10","5","8","4","1","6","3","1","12","12","7","5","3","15","2","13","8","2","6","8","2","4","4","13","9","5","10","14","14","6","1","5","7","6","1","4","10","1","13","7","8","- -  -","Juv"
"LIGUE 1.html","Cheick Keita","33","Reims","Ligue 1 Uber Eats","18","DF (C)","70m € - 200m €","500 € p/m","3","13","8","2","1","3","1","5","5","4","2","3","3","2","6","3","2","1","3","13","2","6","11","1","1","5","2","5","3","6","13","8","3","13","6","6","2","13","1","10","2","10","8","3","6","13","10","- -  -","Juv"
"LIGUE 1.html","Soumaïlla Sylla","30","Reims","Ligue 1 Uber Eats","17","POR","7m € - 70m €","400 € p/m","4","10","15","4","9","3","5","2","6","1","8","6","6","5","5","1","1","1","13","17","1","8","2","13","4","6","14","4","5","4","1","7","3","13","4","8","8","10","3","1","13","10","3","4","13","11","9","- -  -","Juv"
"LIGUE 1.html","Johran Chopin","33","Rennes","Ligue 1 Uber Eats","17","ME (C)","5m € - 55m €","400 € p/m","9","12","8","2","7","9","14","9","7","1","2","7","1","2","12","7","8","8","3","12","4","15","4","2","3","9","3","6","1","8","10","11","4","12","15","5","1","6","7","7","3","10","8","2","7","13","11","- -  -","Juv"
"LIGUE 1.html","Djaoui Cissé","35","Rennes","Ligue 1 Uber Eats","17","MC, ME (C)","60m € - 600m €","400 € p/m","11","11","8","2","4","14","12","7","7","4","4","7","1","2","12","7","8","4","3","13","1","14","9","2","9","8","2","6","3","5","11","14","7","14","12","9","2","7","6","7","1","10","5","3","6","12","14","- -  -","Juv"
"LIGUE 1.html","Mohamed Diaby","35","Rennes","Ligue 1 Uber Eats","17","ME (C), MP (D)","85m € - 850m €","400 € p/m","6","10","4","3","7","9","12","9","4","6","3","6","1","3","9","9","6","13","2","12","4","9","8","2","4","8","2","6","3","6","9","12","14","11","10","5","3","7","11","7","1","5","14","2","9","11","14","- -  -","Juv"
"LIGUE 1.html","Gabriel Tutu","40","Rennes","Ligue 1 Uber Eats","17","DL (C)","950m € - 2M €","400 € p/m","9","12","8","1","6","9","9","8","10","8","1","8","2","3","10","8","8","14","1","7","7","9","8","2","10","8","1","11","1","9","4","4","9","15","14","9","3","9","7","10","2","7","12","3","8","13","13","- -  -","Juv"
